clienteid,produtoid,distribuidorid,dataid,quantidadevendida,faturamento,custofrete
38,97,5,1535,48,2154.08,174.87
42,62,2,1499,17,1213.87,91.03
44,8,10,667,45,146.88,5.23
28,62,7,835,57,1663.86,17.90
48,71,18,756,75,517.96,16.13
6,94,15,1285,31,341.71,34.07
12,55,15,649,5,470.71,15.12
6,73,22,1530,78,2801.09,110.72
15,99,25,1536,1,2.44,0.14
22,40,22,268,10,348.75,28.65
25,65,27,70,5,227.14,3.93
20,72,12,1215,60,5499.34,371.03
20,9,22,740,20,1432.17,94.79
9,50,28,1029,100,5088.29,221.94
2,73,7,1727,56,2236.26,11.24
26,55,11,786,67,4110.11,230.30
2,71,29,1598,11,817.92,17.57
45,86,17,306,41,1382.91,41.29
41,22,7,369,100,9167.80,442.46
14,98,22,334,16,342.55,23.97
19,31,8,1242,71,1405.06,119.06
31,67,2,588,37,2460.09,32.24
17,82,18,509,49,2607.85,117.07
23,62,12,589,22,532.89,40.57
24,75,2,1346,88,3874.89,125.18
19,52,28,915,7,503.76,38.39
25,14,22,1568,39,2832.80,177.49
24,34,14,1262,93,1626.43,3.07
29,21,26,271,54,1593.96,58.11
41,19,25,1199,37,1140.30,73.12
31,56,13,464,92,7186.43,247.44
39,90,30,1179,6,467.35,21.95
47,59,2,118,54,3035.43,10.05
16,54,8,851,58,2526.12,204.85
13,64,15,1597,97,3887.37,45.88
10,19,25,340,20,1661.08,91.70
44,15,5,169,61,3297.82,290.85
31,71,25,137,99,115.27,3.50
8,5,22,840,48,2644.99,126.85
50,74,28,890,19,1532.01,2.60
17,41,23,199,3,150.11,0.14
15,63,22,1209,78,1291.26,39.23
27,51,8,258,5,401.49,31.36
23,27,7,1788,50,2556.16,185.78
5,25,20,161,56,2495.44,130.23
21,7,21,1280,38,2939.84,114.38
22,3,15,1774,45,997.04,29.63
36,75,9,166,22,1685.37,65.44
17,75,29,1441,77,1302.32,122.86
23,65,12,1421,29,2040.27,126.15
47,61,15,617,66,1998.83,54.49
3,94,9,1426,46,56.59,3.30
28,96,13,1676,28,2405.31,183.34
47,100,22,1420,57,675.67,61.18
32,27,8,723,74,2535.88,213.79
33,7,13,988,93,5148.87,114.35
38,100,27,125,60,852.44,23.22
26,19,8,70,59,3637.93,126.97
1,38,3,241,10,658.64,4.30
50,55,12,237,40,2323.09,36.26
17,34,5,987,44,2247.07,209.67
10,29,13,1194,35,2901.04,192.36
5,34,26,253,41,1915.32,166.45
23,52,29,582,61,1418.61,64.25
47,11,20,666,41,444.59,43.04
40,86,23,582,58,645.02,21.48
32,7,1,518,92,9184.08,161.22
7,76,23,217,22,1981.26,94.44
11,52,18,819,79,2756.16,125.82
43,42,20,473,68,2024.48,191.12
21,17,29,1197,82,7353.17,631.60
6,28,12,984,87,7911.51,143.57
40,10,2,1634,51,4641.69,304.81
15,72,3,17,35,2660.56,31.94
20,71,3,345,43,2818.43,188.73
38,39,30,995,25,544.27,14.48
12,20,4,1207,49,2333.70,81.13
19,30,13,173,37,2249.51,132.66
38,2,2,306,43,1742.06,101.54
43,54,24,1578,66,6159.97,84.83
49,45,22,1447,24,2235.75,73.52
44,5,9,760,50,3347.16,240.44
26,50,13,993,43,1405.52,111.35
29,39,22,1236,30,2290.80,203.43
18,44,11,964,15,663.55,9.15
9,66,5,1817,41,1941.51,133.78
8,58,3,546,31,1020.44,98.01
10,89,1,317,80,4114.10,361.75
37,5,17,1634,34,2928.73,275.65
12,13,25,417,26,617.25,42.55
24,25,22,1025,7,491.95,10.50
27,2,29,619,15,775.38,20.54
17,80,27,544,24,1180.20,24.72
49,6,29,860,41,228.32,10.47
24,52,21,883,54,1117.83,26.14
28,68,2,1055,12,857.33,63.03
27,26,5,1344,33,381.06,20.98
26,31,13,1519,88,8579.74,771.78
20,92,3,508,65,708.48,48.34
22,91,2,177,33,405.57,12.89
12,55,28,284,84,2011.45,181.38
30,18,24,1150,57,1127.85,95.98
10,12,4,1373,54,395.64,10.29
9,32,1,1503,21,1704.38,164.62
49,94,18,1040,59,3625.49,178.47
5,1,9,1752,2,33.74,1.05
39,43,29,1568,18,35.11,1.06
18,52,21,1768,33,934.03,90.52
24,87,13,1358,31,2195.24,34.58
42,2,18,730,15,545.06,19.00
27,31,18,1543,65,122.80,7.32
10,40,23,848,85,686.21,38.15
40,40,19,1654,86,6911.42,301.16
9,88,15,1416,67,2470.73,44.80
31,100,14,89,25,1622.87,122.63
47,99,2,544,37,3153.87,27.39
8,92,12,1239,62,2761.49,182.73
38,71,6,1322,22,295.74,18.58
44,83,5,983,92,5300.61,353.30
28,48,4,358,83,7562.57,693.57
14,62,5,895,70,2781.72,100.37
13,39,26,1271,22,501.49,43.96
47,64,10,897,21,1367.51,35.55
48,52,22,1264,9,512.62,37.27
17,85,25,691,95,3465.77,157.79
28,29,3,223,12,1008.48,57.35
43,37,29,1317,16,836.30,81.10
32,65,25,18,37,2196.67,141.45
22,87,18,1322,57,4449.40,13.50
2,14,4,799,18,1671.49,161.12
34,31,9,98,25,343.35,17.64
37,93,25,385,72,2847.99,182.26
21,94,30,1482,62,3497.60,22.45
39,95,3,1753,31,3088.16,0.52
20,35,16,520,33,1990.08,80.77
48,10,24,563,12,443.89,16.36
26,88,17,90,82,6502.01,535.40
13,63,22,561,5,410.20,38.83
7,74,8,1296,48,3258.74,278.31
11,76,25,591,73,3728.98,124.03
33,27,10,1067,81,1106.14,109.82
37,25,3,758,31,755.73,67.31
37,18,14,342,33,3087.37,278.74
41,62,26,1225,30,1086.25,47.55
18,58,14,1259,59,5889.04,311.49
43,23,28,906,51,43.51,2.02
33,39,4,319,46,4296.49,221.12
9,87,12,584,7,584.24,35.40
34,36,7,562,92,4356.90,26.77
48,22,20,361,84,7397.90,81.52
24,86,23,1479,15,826.37,14.41
40,67,28,1546,44,612.51,25.63
37,12,6,1172,73,6772.54,335.78
5,3,21,761,7,349.31,12.88
36,13,12,1124,50,2417.84,174.37
42,62,16,43,71,2023.50,92.19
26,97,1,1704,96,8656.41,33.24
18,37,3,1744,58,4571.21,351.88
9,60,25,604,16,142.21,13.25
33,76,30,854,27,1982.77,4.71
15,58,24,1356,67,6195.04,408.87
15,100,29,1565,36,160.58,7.59
33,77,30,486,40,3647.08,173.76
37,23,12,519,98,4647.74,117.08
33,4,17,1647,78,6495.26,329.87
33,76,21,1291,1,65.33,3.16
31,46,13,706,26,1021.40,96.18
10,87,5,1193,99,8032.18,574.84
38,96,9,1601,82,75.74,0.30
15,5,6,1713,13,128.95,4.42
19,88,4,1402,78,2477.92,32.31
42,62,20,1370,15,150.62,7.24
48,75,20,751,21,201.21,4.81
34,69,3,1037,57,2461.09,181.61
24,54,12,801,68,3428.14,302.06
47,7,23,98,98,5613.50,27.40
2,43,25,1134,9,128.00,1.27
34,19,23,1102,22,489.30,25.17
8,61,2,1643,84,5187.06,43.31
45,36,7,1777,1,78.83,5.14
13,31,19,848,97,7518.88,658.78
36,33,2,1530,71,1474.46,81.00
11,65,24,396,77,4769.67,367.84
37,29,18,616,96,4283.54,275.67
39,34,26,1670,56,483.68,21.06
37,79,22,1194,37,24.44,2.36
22,2,30,753,63,2245.22,166.28
35,9,25,660,66,979.33,91.80
33,100,28,1010,24,1009.75,2.63
1,17,14,502,82,1432.97,73.22
25,77,19,1673,2,152.44,2.82
10,69,22,1786,69,3568.89,181.66
18,31,26,444,77,7118.59,467.60
7,76,12,654,88,7645.55,659.77
24,57,10,1678,4,370.28,2.20
36,95,2,347,92,4899.12,283.71
6,100,11,75,24,541.88,48.74
14,72,5,210,97,6959.64,675.23
17,59,6,1141,78,6360.72,420.32
5,84,6,12,12,104.61,2.23
46,12,7,1080,21,948.80,38.71
22,33,20,1395,18,555.48,38.27
48,81,29,534,54,2719.37,204.32
35,73,17,922,26,1903.71,21.44
41,46,3,1610,60,2103.98,72.14
10,88,11,942,77,2840.83,66.84
4,8,27,959,53,4462.64,284.92
6,5,27,813,97,1493.91,13.50
44,46,8,230,10,0.03,0.00
8,70,11,445,63,165.37,10.30
35,81,4,976,53,3197.57,38.07
25,74,2,699,51,883.76,44.77
22,59,25,368,100,9084.45,776.26
45,10,29,302,80,7183.53,673.81
26,2,12,762,41,3011.98,194.62
3,27,4,27,20,44.87,1.23
2,46,18,264,22,250.38,3.70
25,34,6,1645,78,7521.72,179.59
15,36,12,534,99,625.89,40.95
24,72,14,330,86,2644.47,251.38
39,51,21,977,96,5720.92,299.13
19,31,25,1504,24,828.69,45.41
50,77,21,304,59,4858.19,296.48
37,16,22,1239,92,754.14,35.03
38,29,19,1184,40,2003.31,38.82
9,3,30,70,51,2014.73,16.81
12,37,18,1108,93,7908.48,136.91
50,32,2,617,62,5192.86,351.37
3,62,10,1602,90,6536.43,167.21
32,25,8,456,100,6488.85,179.38
34,29,23,696,41,2245.03,157.77
50,58,12,108,72,1323.66,17.57
17,67,1,566,92,4209.16,61.94
29,16,6,1576,37,2374.67,152.71
45,96,8,1265,52,2330.52,39.88
4,97,28,534,51,1963.37,156.51
26,32,22,190,50,2949.22,116.33
14,46,13,748,88,6733.40,47.19
50,81,17,649,78,159.87,14.38
1,96,2,180,21,1649.75,43.58
47,58,28,1180,66,1929.46,130.27
5,15,2,84,24,2399.28,196.16
2,51,12,274,94,3743.73,58.73
17,72,17,930,52,395.70,30.76
10,38,27,1111,15,1194.62,6.08
48,82,9,655,98,1333.99,103.20
32,46,27,1108,8,59.68,0.17
18,56,22,1058,22,1719.55,146.89
48,90,15,1401,3,109.50,5.06
19,59,12,1083,1,96.41,5.11
9,72,27,146,64,6208.76,505.19
1,66,6,626,65,915.82,83.78
37,61,27,1371,80,7819.54,743.61
46,66,24,926,25,503.45,7.29
40,84,3,991,10,266.98,13.66
28,54,13,978,84,318.75,18.11
11,52,20,22,38,551.77,6.28
14,45,30,31,63,2695.62,175.90
12,50,27,1165,37,2491.46,67.96
11,96,4,768,92,8478.79,229.59
42,8,24,960,8,80.57,5.00
42,50,22,310,86,5929.95,516.71
41,5,10,868,20,755.73,48.08
14,19,25,116,45,1545.64,71.97
40,26,13,589,41,3195.95,172.71
11,79,11,71,12,823.61,63.17
2,20,2,988,32,130.52,0.77
36,47,20,1647,75,5099.65,440.00
17,21,3,329,75,2331.48,136.05
47,16,3,1517,80,7231.25,342.16
3,20,17,923,59,1040.23,90.93
43,77,9,1156,16,522.65,42.13
14,85,2,1352,40,357.57,27.15
2,81,6,648,85,267.48,26.72
34,70,16,1178,8,219.18,5.05
16,10,22,1450,59,929.76,84.07
35,36,1,1711,25,1307.92,116.07
36,85,19,717,85,1312.15,54.64
33,90,17,587,91,1374.67,59.40
37,75,12,303,61,3624.15,30.16
30,79,17,45,46,3473.18,100.18
5,73,14,898,21,537.53,9.87
18,13,17,734,4,267.68,21.53
27,25,26,1532,6,248.03,11.90
30,34,5,1446,75,758.03,1.10
43,87,8,1370,99,1152.71,104.66
42,22,12,346,88,5374.00,240.06
4,98,14,448,5,410.52,30.75
9,72,19,1587,77,5709.88,503.70
17,38,7,471,17,1148.79,42.14
1,98,29,792,44,4285.99,124.50
28,6,6,1251,97,2654.23,193.14
27,17,10,424,31,334.84,24.27
30,75,12,1385,52,1809.47,91.90
26,60,5,1621,83,4726.40,287.03
23,60,25,595,66,192.89,17.90
26,24,28,696,30,2178.05,83.19
3,71,23,960,87,1166.54,35.23
40,97,23,1391,63,5792.54,495.26
35,63,3,445,88,1179.24,6.62
4,49,24,225,51,3423.61,148.28
12,47,9,550,13,841.35,20.93
9,52,17,1321,70,5187.77,210.65
1,10,29,1704,26,404.93,15.08
23,52,26,1215,36,2956.58,151.21
17,4,5,1432,34,110.23,2.13
30,82,30,1697,6,322.32,20.60
42,39,6,1463,37,284.22,5.96
13,80,5,672,16,611.37,40.03
5,18,9,387,76,161.25,12.26
35,12,24,125,81,2119.96,195.13
10,73,12,1824,4,250.97,5.65
19,76,6,495,48,2171.79,76.82
24,45,17,1209,90,2794.88,131.65
43,69,5,815,41,1188.40,117.93
49,86,10,200,75,4045.60,172.74
6,65,18,1515,32,2329.51,107.70
7,96,27,1603,65,5815.00,492.31
42,65,24,1147,61,1637.08,15.65
37,51,29,322,92,221.38,10.99
45,91,15,1279,20,1345.69,104.69
32,33,25,1695,64,2887.57,273.58
25,95,5,1532,80,3918.49,323.01
2,58,20,127,35,2620.22,135.84
13,63,17,877,15,1194.05,18.75
49,78,25,1577,87,4333.93,50.85
30,13,21,876,31,267.72,16.97
18,40,12,1719,36,1336.05,74.80
4,11,14,1541,24,1059.94,19.87
19,38,21,1026,98,3029.36,199.50
1,40,30,1243,84,664.16,28.05
48,26,24,1476,78,2141.77,175.36
49,10,10,731,80,1968.19,123.91
38,53,5,1047,7,405.11,14.42
39,51,22,978,16,422.54,25.66
29,23,1,643,11,99.26,4.95
27,61,18,311,45,3179.40,144.47
8,4,27,1217,58,2962.41,114.35
17,19,4,1348,86,2909.24,230.75
36,80,9,352,99,3000.81,181.25
29,32,27,1077,90,3667.92,71.52
50,63,15,1041,95,7768.38,616.33
2,77,13,814,47,2316.10,75.12
6,80,19,1446,45,3928.96,141.68
37,29,13,1477,92,3692.33,159.47
28,62,13,336,100,97.61,8.66
49,100,26,1559,97,9433.86,452.20
35,63,12,666,27,1545.82,114.85
47,78,1,203,80,6199.06,125.33
47,77,20,1794,40,549.77,0.65
27,93,21,10,20,396.47,23.63
23,79,24,563,20,130.01,4.39
1,87,15,824,13,1278.09,13.09
33,15,22,1612,53,2671.47,32.79
37,22,13,1645,73,5920.24,481.39
44,48,12,1149,11,809.56,35.08
25,11,7,1805,35,627.06,30.21
17,25,4,177,22,2194.78,203.44
22,45,22,1686,39,787.79,66.67
8,100,10,1364,63,3955.80,43.70
28,7,11,32,34,1163.12,81.16
36,33,13,470,67,1160.12,39.18
37,22,9,1687,79,6265.04,606.46
8,88,20,127,49,2714.10,89.42
30,34,7,1096,49,3556.84,79.67
4,35,23,1074,58,912.89,73.07
5,73,14,1479,74,5987.71,484.81
25,64,14,30,94,5534.82,473.97
47,34,3,269,73,3597.82,333.77
4,92,11,1640,1,83.75,4.33
24,65,18,1368,3,105.78,5.41
20,29,8,477,91,4485.09,333.29
21,22,27,45,73,6780.49,289.66
7,26,10,631,70,3531.64,279.45
35,40,8,1523,65,5327.64,176.57
14,28,21,471,62,3137.89,27.99
41,65,2,593,5,347.13,26.42
25,16,26,1653,3,227.69,5.07
38,75,10,1201,2,175.55,2.28
36,98,30,1430,67,2959.92,37.21
37,7,8,454,35,232.43,21.20
34,19,25,1675,86,5193.17,280.63
39,23,25,1159,66,4994.76,304.60
10,79,7,1500,65,2666.31,167.11
10,90,13,611,23,1798.91,87.21
29,11,22,1122,18,198.22,17.18
30,91,20,153,63,2181.02,216.94
3,54,25,99,14,502.64,1.72
28,7,27,718,35,2946.25,281.94
26,90,24,331,26,67.76,0.29
21,87,30,1534,24,119.87,11.91
13,3,30,1049,55,4340.08,105.30
32,93,30,556,42,264.37,9.57
7,68,10,252,54,4606.16,430.03
30,64,9,507,28,775.53,50.26
31,90,16,264,12,791.78,53.58
5,1,9,1825,26,1856.63,123.64
35,42,2,401,25,1121.16,43.33
30,60,15,190,49,3729.08,141.77
39,67,17,97,13,601.39,5.11
21,98,30,189,67,4685.50,338.36
8,22,30,448,91,8166.79,416.48
19,4,18,562,37,3426.16,126.77
30,51,10,57,16,1465.24,71.30
33,40,14,316,49,1915.58,155.01
24,65,25,104,37,885.13,43.62
15,70,27,1069,75,4613.16,226.58
43,31,9,1288,30,1082.81,86.21
44,42,30,935,4,125.48,9.75
6,100,24,667,98,2820.85,243.61
18,31,29,1639,76,5716.11,221.90
14,70,28,382,74,3803.20,126.81
1,68,23,925,68,5557.08,370.08
25,57,10,887,62,545.11,51.10
5,42,26,288,71,2742.82,14.37
29,51,8,138,72,2925.64,221.05
50,99,4,1785,3,10.15,0.27
49,72,8,1246,17,892.03,80.49
8,87,23,651,48,1903.61,44.87
27,5,2,867,10,36.33,0.58
50,32,28,861,83,7373.75,136.97
23,33,4,938,27,1325.53,130.37
45,3,7,558,70,329.66,8.04
17,71,25,1241,75,601.15,1.99
11,38,30,1288,53,4851.73,364.74
49,96,10,925,85,4797.18,162.23
22,6,22,141,96,6051.91,127.47
35,98,19,1266,60,3667.20,67.78
40,50,25,1172,98,9169.82,672.16
33,87,22,154,82,3071.13,195.29
47,86,1,1811,98,7185.47,171.53
12,79,30,345,53,4764.04,301.44
35,3,27,1253,53,2163.44,70.09
2,87,21,509,35,1414.21,65.20
23,68,15,259,89,7630.05,743.71
31,56,14,1435,79,1411.28,133.51
28,16,13,1741,71,233.15,7.74
44,52,2,1182,25,2456.27,107.69
25,5,17,223,93,9143.97,611.49
24,89,16,1695,88,6495.61,45.66
20,34,26,500,26,1743.15,58.57
4,13,20,1432,69,5181.51,441.83
11,37,8,1572,97,5167.76,217.65
50,48,13,463,63,5774.51,179.27
22,27,8,900,87,6167.09,503.98
6,21,6,99,52,3367.66,183.56
6,39,29,1158,61,4750.43,24.72
47,46,14,210,5,2.65,0.05
1,3,22,1141,41,1346.91,47.29
16,71,5,474,72,5395.49,124.85
33,54,23,1665,84,5491.69,489.89
33,98,9,1740,89,2408.55,63.47
17,78,16,795,95,3493.49,195.75
34,19,15,1805,88,4198.77,14.01
31,44,10,1334,55,4743.06,364.83
23,99,6,1345,26,679.82,29.40
33,84,26,1522,28,2504.94,126.69
33,2,27,16,65,2165.67,120.21
39,23,29,478,90,1511.24,129.61
31,49,12,1384,85,7884.92,175.26
11,3,17,1748,62,5425.34,50.25
42,93,23,919,8,610.39,58.34
37,1,17,1709,15,721.28,26.92
3,3,14,1062,32,2726.84,238.01
25,4,20,703,9,336.23,12.19
24,13,26,1551,5,56.27,3.57
7,84,25,285,45,3200.52,49.03
4,2,18,1625,25,1192.57,49.23
16,48,30,1141,11,11.88,0.34
4,6,11,1218,5,1.57,0.03
36,78,30,1218,49,4160.27,171.30
34,24,20,1022,3,178.45,15.15
30,99,14,1001,6,244.80,10.22
8,78,6,833,65,5056.92,413.41
38,95,17,1090,63,2433.61,11.50
34,16,18,1663,47,3634.42,94.82
32,43,7,1527,84,5697.49,561.95
40,40,18,599,50,4767.93,252.50
26,17,10,274,81,4987.75,202.90
31,99,28,1759,47,4299.32,366.89
1,81,30,1156,99,5092.75,342.55
20,41,23,448,21,589.65,22.50
10,6,3,158,81,522.82,42.29
12,33,20,1690,73,4713.37,340.14
29,6,2,470,34,1222.81,106.64
23,90,11,410,52,2969.38,51.61
42,59,19,1642,23,677.65,21.22
20,81,8,345,6,397.01,20.42
47,10,14,496,94,943.09,51.31
5,50,17,955,86,3452.47,139.30
46,51,4,549,73,6239.14,452.01
26,96,25,1323,15,1254.34,80.63
34,11,19,1229,86,8021.59,735.68
11,52,23,521,68,1684.67,75.93
42,35,28,1352,12,595.65,1.94
28,26,5,1094,46,462.20,36.69
1,94,21,801,83,5165.30,128.77
41,38,2,1176,4,193.67,16.85
31,27,24,160,68,6164.38,89.76
23,74,15,716,97,4412.29,164.68
6,63,8,1332,93,5216.51,486.27
4,28,24,67,69,4442.99,68.29
4,83,19,1762,98,7734.91,635.59
45,10,9,236,5,174.32,11.75
26,48,16,1380,5,64.60,6.20
39,3,11,508,33,2482.97,95.43
1,68,29,1032,22,2097.34,50.14
1,40,14,8,6,310.78,18.88
28,38,6,1700,57,2442.99,188.07
37,4,27,938,44,3091.33,214.58
22,61,2,1575,88,8756.57,159.98
12,11,2,960,75,4452.66,300.22
40,2,18,542,87,3338.93,258.26
30,65,11,1538,38,2768.65,128.16
42,73,2,622,84,175.64,15.59
8,88,4,518,31,2871.45,138.21
35,46,3,397,2,6.79,0.08
15,64,10,1606,37,3579.27,166.50
32,43,13,922,67,2380.96,226.18
14,42,3,1291,96,5432.82,440.55
23,12,10,189,74,30.69,1.70
9,33,8,921,8,645.24,0.71
34,83,4,1664,94,6608.59,146.93
30,86,16,932,70,5601.94,264.16
3,93,2,297,1,56.52,3.70
49,10,26,1752,28,1780.41,77.10
22,40,7,1425,5,78.17,0.78
14,37,28,451,33,2165.67,135.26
7,38,16,1218,80,3228.30,195.43
9,32,19,228,3,94.31,2.06
6,1,7,1622,27,2152.14,131.96
32,64,10,1022,26,471.28,4.05
28,90,2,1428,54,5244.97,80.48
30,75,30,1187,76,2296.40,16.22
6,86,22,132,46,2074.46,143.99
47,57,9,472,82,7967.00,20.91
7,66,1,675,89,2344.35,223.38
27,96,6,1400,10,340.15,17.24
12,89,14,88,93,6222.70,65.07
1,20,22,1010,23,345.56,14.57
3,61,1,1062,57,4639.09,405.95
8,76,16,1566,36,3444.06,6.97
35,32,18,278,77,5081.94,17.72
6,37,15,1066,55,3699.38,58.96
34,77,14,1667,68,5813.07,172.85
1,16,4,395,3,42.28,0.91
15,30,15,302,11,751.69,13.70
41,56,21,876,4,198.93,12.36
41,16,3,142,57,2504.62,184.15
8,9,19,821,91,3061.40,218.26
27,45,22,228,11,845.69,53.37
40,14,8,889,24,7.52,0.10
17,66,1,636,63,3096.84,219.79
6,3,10,1536,78,7247.38,492.69
49,91,2,321,13,1027.43,92.78
11,97,20,335,33,214.05,2.73
28,92,4,1239,37,2179.46,54.99
35,56,21,1454,8,296.24,11.38
24,46,28,1498,83,5499.30,359.00
38,45,8,168,63,1966.47,99.01
37,53,26,671,48,2343.29,176.23
29,62,10,204,64,1126.13,65.27
9,51,1,1355,86,3289.28,158.99
33,81,9,36,19,594.65,16.91
28,16,2,333,3,43.94,0.17
30,47,2,1030,74,1920.65,83.39
45,12,18,266,99,2633.59,186.25
43,64,2,1199,19,523.67,10.20
33,1,11,1568,23,2045.02,179.76
38,99,27,36,36,1542.03,77.19
36,94,1,1409,70,744.18,68.83
26,6,27,399,2,58.78,4.12
49,1,17,1615,20,574.94,14.00
38,16,2,113,46,40.86,3.75
7,100,12,1210,36,2077.12,199.56
7,29,30,1423,90,1924.90,56.16
16,25,27,922,41,3476.86,177.16
6,71,18,150,9,739.71,50.26
1,95,18,1613,96,9355.39,326.00
30,15,11,640,63,2384.82,8.81
23,55,5,893,94,6863.05,259.23
44,5,23,232,64,6156.58,169.25
17,30,9,903,85,2044.89,167.30
41,28,13,850,12,1105.22,19.88
41,60,26,559,43,3772.44,196.45
2,72,19,721,85,4250.88,114.82
13,41,10,924,87,2809.32,55.19
42,98,27,105,4,26.18,1.11
24,96,5,415,37,3170.98,111.53
20,35,19,1058,75,5559.30,318.34
49,5,13,1040,21,663.69,58.86
22,26,2,1211,30,518.26,23.17
25,99,21,796,1,11.29,0.48
19,86,6,1758,90,5472.16,11.69
17,81,4,875,30,1659.69,114.31
31,43,3,432,95,9095.09,385.85
23,26,28,1322,28,2008.56,188.60
34,6,14,302,22,1773.44,162.52
7,34,3,1011,6,206.99,11.17
21,80,11,1186,5,52.11,2.73
31,28,1,346,32,3173.15,245.73
22,46,27,834,59,764.95,35.07
33,16,12,673,23,886.05,84.17
22,100,4,248,72,2785.91,45.03
17,41,8,706,45,2275.60,160.95
18,75,24,726,33,243.58,3.22
10,94,12,81,59,445.99,3.04
8,13,10,99,21,132.96,5.93
42,15,4,1689,35,40.70,3.43
4,36,17,1750,16,1293.24,80.84
32,61,10,742,45,1686.45,163.49
19,51,9,1727,87,6960.30,558.28
36,93,7,1208,25,804.08,63.93
19,15,29,813,15,1343.84,85.09
3,17,6,867,63,365.53,17.86
37,26,11,652,97,5535.08,444.25
1,41,2,1626,48,1350.59,78.01
43,90,27,1323,27,1344.16,22.91
50,5,19,906,2,168.38,9.02
18,19,20,662,32,1770.48,82.04
26,75,4,1286,87,1692.91,146.35
31,97,28,1546,21,166.06,2.85
36,64,21,1017,63,5909.73,142.75
35,34,8,85,85,4199.99,385.74
14,21,29,287,27,2210.36,164.78
34,61,8,619,76,80.08,4.49
1,42,11,81,96,5058.68,389.15
2,89,9,43,83,3974.20,283.64
6,59,12,1388,54,4551.92,378.76
48,57,26,106,38,3624.05,182.09
32,81,13,189,20,729.37,21.71
39,10,4,1718,53,3791.02,198.39
32,58,17,525,91,823.35,57.94
4,55,27,1168,81,1120.52,44.37
24,19,10,663,59,4568.37,240.76
18,81,3,1240,19,426.32,13.76
16,95,30,607,67,432.62,8.88
18,73,6,1367,16,647.13,33.80
41,40,22,640,54,265.77,18.64
32,82,30,1354,63,1975.01,53.20
45,93,12,312,9,331.74,2.79
43,73,12,1467,86,3159.75,222.59
45,72,6,1532,25,612.92,45.67
26,42,12,277,32,8.45,0.82
32,17,21,447,40,2202.13,128.77
18,85,30,109,77,3660.44,78.35
43,6,30,324,40,5.69,0.40
16,83,18,246,4,315.88,8.15
28,96,22,977,32,876.14,82.26
33,88,29,1334,3,53.21,1.06
29,12,12,738,54,2760.79,213.06
2,37,19,1138,74,681.37,14.33
1,34,12,975,42,1920.83,145.65
23,92,17,1124,34,2442.55,232.31
10,99,11,671,43,2871.82,283.44
21,84,9,518,23,2035.68,177.36
45,32,21,520,50,3920.25,233.29
39,52,20,1474,71,6215.54,89.46
43,12,16,1012,10,455.55,2.76
6,87,26,1659,56,5373.24,291.56
34,35,26,929,43,1105.13,61.76
28,26,11,575,94,4026.72,246.07
46,41,25,1205,24,1175.25,53.22
39,3,15,791,60,880.92,72.62
18,37,14,778,85,1631.25,154.00
47,61,16,1147,74,6908.14,156.81
42,3,30,439,90,3532.76,223.00
47,35,27,1071,58,2162.41,27.53
42,32,5,255,90,33.56,1.27
47,71,19,249,98,4432.54,308.66
24,62,30,1051,95,2849.24,116.07
5,65,16,209,45,4188.03,72.82
40,44,30,1396,11,596.48,0.84
27,75,18,1337,16,444.05,2.76
40,60,26,1737,58,4201.21,338.96
46,70,28,74,11,306.42,17.98
3,95,27,1339,84,1273.54,15.14
44,72,26,831,4,311.99,2.56
16,36,10,159,93,1143.70,103.20
17,25,19,300,75,3843.94,63.01
45,73,26,1057,27,2174.80,51.98
45,97,21,390,88,1795.27,170.44
31,30,17,540,11,279.83,17.20
11,72,24,1217,78,1721.52,61.34
14,100,25,631,6,227.85,7.47
9,63,3,1819,30,1821.23,86.80
15,83,6,1474,22,1416.78,114.39
18,76,10,1553,69,2622.33,4.87
11,93,14,1618,65,2880.97,36.28
27,96,24,367,87,3876.54,248.75
50,77,9,14,24,672.19,44.17
38,50,23,1736,24,704.50,49.52
5,75,2,1820,30,425.96,17.99
41,28,9,1063,97,560.88,15.41
11,58,5,1750,6,89.00,0.10
21,12,2,23,79,7061.14,17.78
24,82,16,802,16,1174.55,74.33
11,25,1,230,84,5064.92,103.33
6,13,8,643,32,1042.76,31.33
19,64,12,956,87,8667.50,54.44
37,49,19,52,98,595.72,26.31
39,84,24,1171,48,2043.77,1.98
31,41,15,1033,56,5212.43,67.10
1,41,9,211,37,692.26,17.14
44,53,18,1584,83,6984.22,186.98
44,97,3,1475,48,2311.49,66.97
45,20,22,1511,4,328.88,3.07
17,33,4,1372,4,387.42,21.67
9,39,19,686,99,1170.43,90.77
31,66,25,1259,20,1831.07,173.28
46,23,7,44,9,140.55,9.27
32,93,2,1505,100,1335.37,12.67
19,51,3,258,25,1570.69,153.72
12,4,11,246,23,414.12,9.48
24,44,6,1396,55,4863.71,327.14
30,60,3,1496,33,1332.99,76.74
33,17,18,711,48,496.02,47.96
39,46,2,1047,75,3486.83,214.56
49,79,17,1115,46,3544.84,100.64
20,13,4,911,36,1131.28,18.79
36,79,5,789,82,6802.70,438.78
16,75,17,1746,83,6624.41,154.81
36,56,30,415,34,2426.24,22.25
5,11,25,1169,69,2852.49,230.28
38,93,3,1505,44,3625.87,10.41
12,77,7,1588,10,136.96,4.46
4,90,26,1451,6,58.13,2.02
47,31,19,1340,30,970.96,29.94
10,33,29,533,69,2172.35,117.91
49,60,21,1686,75,5774.03,554.07
